,ts,x,y
0,0.05000000074505806,-0.00019751931013433575,-0.00019751931013433575
1,0.10000000149011612,-0.00010000359487278462,-0.00010000359487278462
2,0.15000000223517418,-0.00016928797164764386,-0.00016928797164764386
3,0.20000000298023224,-0.0001697754277012454,-0.0001697754277012454
4,0.2500000037252903,-8.65719831677235e-05,-8.65719831677235e-05
5,0.30000000447034836,-1.552061118085292e-05,-1.552061118085292e-05
6,0.3500000052154064,2.176586232417593e-05,2.176586232417593e-05
7,0.4000000059604645,7.363405599251186e-05,7.363405599251186e-05
8,0.45000000670552254,-4.9169512264767704e-05,-4.9169512264767704e-05
9,0.5000000074505806,-0.00027855622714341547,-0.00027855622714341547
10,0.5500000081956387,-0.00028583505058649877,-0.00028583505058649877
11,0.6000000089406967,-0.00011737691443069117,-0.00011737691443069117
12,0.6500000096857548,-0.00010213040572928135,-0.00010213040572928135
13,0.7000000104308128,9.956464296402654e-05,9.956464296402654e-05
14,0.7500000111758709,0.0002472978235161882,0.0002472978235161882
15,0.800000011920929,-0.0001709448483625444,-0.0001709448483625444
16,0.850000012665987,-0.0008963516259996921,-0.0008963516259996921
17,0.9000000134110451,-0.0011043773744607182,-0.0011043773744607182
18,0.9500000141561031,-0.0012030097059461385,-0.0012030097059461385
19,1.0000000149011612,-0.0008587782482774361,-0.0008587782482774361
20,1.0500000156462193,-0.00046524114164246883,-0.00046524114164246883
21,1.1000000163912773,-0.00014696613959261118,-0.00014696613959261118
22,1.1500000171363354,1.7920805810592648e-05,1.7920805810592648e-05
23,1.2000000178813934,-0.0001947567025494947,-0.0001947567025494947
24,1.2500000186264515,-0.0004923974774973122,-0.0004923974774973122
25,1.3000000193715096,-3.07665299526666e-06,-3.07665299526666e-06
26,1.3500000201165676,-9.951458562027053e-05,-9.951458562027053e-05
27,1.4000000208616257,-0.000727548665536186,-0.000727548665536186
28,1.4500000216066837,-0.0011178398207080276,-0.0011178398207080276
29,1.5000000223517418,-0.0015597117690615483,-0.0015597117690615483
30,1.5500000230967999,-0.0017534730555984368,-0.0017534730555984368
31,1.600000023841858,-0.002439772825222606,-0.002439772825222606
32,1.650000024586916,-0.0037676748691350985,-0.0037676748691350985
33,1.700000025331974,-0.004583178003596827,-0.004583178003596827
34,1.750000026077032,-0.004896361354162736,-0.004896361354162736
35,1.8000000268220901,-0.004902999645155001,-0.004902999645155001
36,1.8500000275671482,-0.004458265492352666,-0.004458265492352666
37,1.9000000283122063,-0.004313007293863256,-0.004313007293863256
38,1.9500000290572643,-0.005415959021837601,-0.005415959021837601
39,2.0000000298023224,-0.006391262340499845,-0.006391262340499845
40,2.0500000305473804,-0.007366293379591371,-0.007366293379591371
41,2.1000000312924385,-0.009247225842248461,-0.009247225842248461
42,2.1500000320374966,-0.009941712341032053,-0.009941712341032053
43,2.2000000327825546,-0.009386395142620966,-0.009386395142620966
44,2.2500000335276127,-0.009471127158450606,-0.009471127158450606
45,2.3000000342726707,-0.008761357298758671,-0.008761357298758671
46,2.350000035017729,-0.008961094110255825,-0.008961094110255825
47,2.400000035762787,-0.009164511375481648,-0.009164511375481648
48,2.450000036507845,-0.010232834209911643,-0.010232834209911643
49,2.500000037252903,-0.01120110021474346,-0.01120110021474346
50,2.550000037997961,-0.011837026925485156,-0.011837026925485156
51,2.600000038743019,-0.014805479981016006,-0.014805479981016006
52,2.650000039488077,-0.017202117725772667,-0.017202117725772667
53,2.7000000402331352,-0.017357120623457425,-0.017357120623457425
54,2.7500000409781933,-0.017495487501694457,-0.017495487501694457
55,2.8000000417232513,-0.018262443445852334,-0.018262443445852334
56,2.8500000424683094,-0.01977462060786509,-0.01977462060786509
57,2.9000000432133675,-0.020475787806543633,-0.020475787806543633
58,2.9500000439584255,-0.01977738636691205,-0.01977738636691205
59,3.0000000447034836,-0.018395569461963787,-0.018395569461963787
60,3.0500000454485416,-0.018124122858935762,-0.018124122858935762
61,3.1000000461935997,-0.01936829052731532,-0.01936829052731532
62,3.1500000469386578,-0.01896738611860868,-0.01896738611860868
63,3.200000047683716,-0.016267193437322434,-0.016267193437322434
64,3.250000048428774,-0.014255053677617213,-0.014255053677617213
65,3.300000049173832,-0.01387004614876464,-0.01387004614876464
66,3.35000004991889,-0.016086492186588218,-0.016086492186588218
67,3.400000050663948,-0.020885148429238217,-0.020885148429238217
68,3.450000051409006,-0.024214265885197254,-0.024214265885197254
69,3.500000052154064,-0.023380248045946753,-0.023380248045946753
70,3.5500000528991222,-0.02224628139299718,-0.02224628139299718
71,3.6000000536441803,-0.022732509313166643,-0.022732509313166643
72,3.6500000543892384,-0.023105892774504033,-0.023105892774504033
73,3.7000000551342964,-0.022670582102286393,-0.022670582102286393
74,3.7500000558793545,-0.022477111789398468,-0.022477111789398468
75,3.8000000566244125,-0.022004713294229053,-0.022004713294229053
76,3.8500000573694706,-0.024298589269282602,-0.024298589269282602
77,3.9000000581145287,-0.02819103453912284,-0.02819103453912284
78,3.9500000588595867,-0.03027198264591844,-0.03027198264591844
79,4.000000059604645,-0.03247231962509304,-0.03247231962509304
80,4.050000060349703,-0.03484570999326022,-0.03484570999326022
81,4.100000061094761,-0.03527746860581269,-0.03527746860581269
82,4.150000061839819,-0.03429945570156132,-0.03429945570156132
83,4.200000062584877,-0.033863602642945426,-0.033863602642945426
84,4.250000063329935,-0.034269547654917396,-0.034269547654917396
85,4.300000064074993,-0.033542121135420266,-0.033542121135420266
86,4.350000064820051,-0.030657174033286272,-0.030657174033286272
87,4.400000065565109,-0.026061241333754693,-0.026061241333754693
88,4.450000066310167,-0.022293467604678967,-0.022293467604678967
89,4.500000067055225,-0.019724956322674837,-0.019724956322674837
90,4.550000067800283,-0.018807320143115133,-0.018807320143115133
91,4.6000000685453415,-0.01706349583780156,-0.01706349583780156
92,4.6500000692903996,-0.013436349614864104,-0.013436349614864104
93,4.700000070035458,-0.009743089160039502,-0.009743089160039502
94,4.750000070780516,-0.008176759182251015,-0.008176759182251015
95,4.800000071525574,-0.007240923664061047,-0.007240923664061047
96,4.850000072270632,-0.003561381106092414,-0.003561381106092414
97,4.90000007301569,-0.0006454453949289015,-0.0006454453949289015
98,4.950000073760748,-0.0010098095053144816,-0.0010098095053144816
99,5.000000074505806,-0.0008580920938794787,-0.0008580920938794787
100,5.050000075250864,0.00025119162426661486,0.00025119162426661486
101,5.100000075995922,-0.0015172610069533298,-0.0015172610069533298
102,5.15000007674098,-0.007082673858772798,-0.007082673858772798
103,5.200000077486038,-0.012868141600062897,-0.012868141600062897
104,5.250000078231096,-0.016724328226831654,-0.016724328226831654
105,5.300000078976154,-0.017104320917565592,-0.017104320917565592
106,5.350000079721212,-0.017864199570191808,-0.017864199570191808
107,5.4000000804662704,-0.019723340107021904,-0.019723340107021904
108,5.4500000812113285,-0.019967538522809004,-0.019967538522809004
109,5.500000081956387,-0.019319216517617352,-0.019319216517617352
110,5.550000082701445,-0.018166369943267428,-0.018166369943267428
111,5.600000083446503,-0.015116203942190407,-0.015116203942190407
112,5.650000084191561,-0.011065516043534215,-0.011065516043534215
113,5.700000084936619,-0.00825063113970557,-0.00825063113970557
114,5.750000085681677,-0.007982795741576437,-0.007982795741576437
115,5.800000086426735,-0.008255759746577598,-0.008255759746577598
116,5.850000087171793,-0.006045882076115889,-0.006045882076115889
117,5.900000087916851,-0.003915574912441037,-0.003915574912441037
118,5.950000088661909,-0.0026591419359734705,-0.0026591419359734705
119,6.000000089406967,0.0007590191423741104,0.0007590191423741104
120,6.050000090152025,0.005813846513987662,0.005813846513987662
121,6.100000090897083,0.008664552306167642,0.008664552306167642
122,6.150000091642141,0.01062835235630942,0.01062835235630942
123,6.200000092387199,0.01421727772651937,0.01421727772651937
124,6.2500000931322575,0.016434042287890784,0.016434042287890784
125,6.3000000938773155,0.01716260337781223,0.01716260337781223
126,6.350000094622374,0.019028402164154405,0.019028402164154405
127,6.400000095367432,0.021937412338660596,0.021937412338660596
128,6.45000009611249,0.02346180950639509,0.02346180950639509
129,6.500000096857548,0.024084079575473236,0.024084079575473236
130,6.550000097602606,0.023968040315279833,0.023968040315279833
131,6.600000098347664,0.023004440680680544,0.023004440680680544
132,6.650000099092722,0.020627419161018908,0.020627419161018908
133,6.70000009983778,0.02021963591330281,0.02021963591330281
134,6.750000100582838,0.019262372437167476,0.019262372437167476
135,6.800000101327896,0.01571634409609115,0.01571634409609115
136,6.850000102072954,0.013286395448603374,0.013286395448603374
137,6.900000102818012,0.013628004569782725,0.013628004569782725
