,ts,x,y
0,0.05000000074505806,-0.00019749151062758015,-3.0002563109241
1,0.05000000074505806,-0.00019749151062758015,-0.00019749151062758015
2,0.10000000149011612,-8.167490840441903e-05,-3.0004578072023036
3,0.10000000149011612,-8.167490840441903e-05,-8.167490840441903e-05
4,0.15000000223517418,-0.00020886138444507762,-2.9976508623936016
5,0.15000000223517418,-0.00020886138444507762,-0.00020886138444507762
6,0.20000000298023224,-0.0004411723645818124,-2.9930966771803638
7,0.20000000298023224,-0.0004411723645818124,-0.0004411723645818124
8,0.2500000037252903,-0.0007140149850057967,-2.9866202608839996
9,0.2500000037252903,-0.0007140149850057967,-0.0007140149850057967
10,0.30000000447034836,-0.0011395921115719676,-2.9786499222523526
11,0.30000000447034836,-0.0011395921115719676,-0.0011395921115719676
12,0.3500000052154064,-0.0015483812109230166,-2.9690503892974585
13,0.3500000052154064,-0.0015483812109230166,-0.0015483812109230166
14,0.4000000059604645,-0.0023983877407141646,-2.9576907913640573
15,0.4000000059604645,-0.0023983877407141646,-0.0023983877407141646
16,0.45000000670552254,-0.002991542742167523,-2.9449498586416984
17,0.45000000670552254,-0.002991542742167523,-0.002991542742167523
18,0.5000000074505806,-0.003456770169899511,-2.930413974951438
19,0.5000000074505806,-0.003456770169899511,-0.003456770169899511
20,0.5500000081956387,-0.004297214567941817,-2.913914611050261
21,0.5500000081956387,-0.004297214567941817,-0.004297214567941817
22,0.6000000089406967,-0.0052418016447896496,-2.895970060834304
23,0.6000000089406967,-0.0052418016447896496,-0.0052418016447896496
24,0.6500000096857548,-0.006150347846397985,-2.876412091027589
25,0.6500000096857548,-0.006150347846397985,-0.006150347846397985
26,0.7000000104308128,-0.007280969886138501,-2.8550248275918824
27,0.7000000104308128,-0.007280969886138501,-0.007280969886138501
28,0.7500000111758709,-0.00840298191253408,-2.8321638959932747
29,0.7500000111758709,-0.00840298191253408,-0.00840298191253408
30,0.800000011920929,-0.009746527763426029,-2.807858072523843
31,0.800000011920929,-0.009746527763426029,-0.009746527763426029
32,0.850000012665987,-0.01084867349884786,-2.781737651140955
33,0.850000012665987,-0.01084867349884786,-0.01084867349884786
34,0.9000000134110451,-0.012058255624184052,-2.7540286770714935
35,0.9000000134110451,-0.012058255624184052,-0.012058255624184052
36,0.9500000141561031,-0.01276287137925508,-2.724755920851092
37,0.9500000141561031,-0.01276287137925508,-0.01276287137925508
38,1.0000000149011612,-0.013525736608004846,-2.6940051640432503
39,1.0000000149011612,-0.013525736608004846,-0.013525736608004846
40,1.0500000156462193,-0.013216550024554486,-2.661531431791389
41,1.0500000156462193,-0.013216550024554486,-0.013216550024554486
42,1.1000000163912773,-0.012552135807829457,-2.6273818745479143
43,1.1000000163912773,-0.012552135807829457,-0.012552135807829457
44,1.1500000171363354,-0.010998482157395146,-2.5915996614037082
45,1.1500000171363354,-0.010998482157395146,-0.010998482157395146
46,1.2000000178813934,-0.0088533609950909,-2.554487343830568
47,1.2000000178813934,-0.0088533609950909,-0.0088533609950909
48,1.2500000186264515,-0.0070340112001652175,-2.515498548470469
49,1.2500000186264515,-0.0070340112001652175,-0.0070340112001652175
50,1.3000000193715096,-0.005485967567108027,-2.4747860573359413
51,1.3000000193715096,-0.005485967567108027,-0.005485967567108027
52,1.3500000201165676,-0.004586651328115023,-2.4332374048686805
53,1.3500000201165676,-0.004586651328115023,-0.004586651328115023
54,1.4000000208616257,-0.0038034032855232963,-2.390828527364507
55,1.4000000208616257,-0.0038034032855232963,-0.0038034032855232963
56,1.4500000216066837,-0.002838861840688616,-2.3474201413741196
57,1.4500000216066837,-0.002838861840688616,-0.002838861840688616
58,1.5000000223517418,-0.0021270682126301294,-2.30348257124718
59,1.5000000223517418,-0.0021270682126301294,-0.0021270682126301294
60,1.5500000230967999,-0.001488934251366207,-2.259028322739642
61,1.5500000230967999,-0.001488934251366207,-0.001488934251366207
62,1.600000023841858,-0.0005897015155596648,-2.2140542041582734
63,1.600000023841858,-0.0005897015155596648,-0.0005897015155596648
64,1.650000024586916,0.0003430358003210407,-2.168741280433515
65,1.650000024586916,0.0003430358003210407,0.0003430358003210407
66,1.700000025331974,0.001078103580461387,-2.1230828271461553
67,1.700000025331974,0.001078103580461387,0.001078103580461387
68,1.750000026077032,0.0008868304999457606,-2.0771587280185235
69,1.750000026077032,0.0008868304999457606,0.0008868304999457606
70,1.8000000268220901,0.0008109486960322949,-2.030991914195331
71,1.8000000268220901,0.0008109486960322949,0.0008109486960322949
72,1.8500000275671482,0.00024699860694710424,-1.984586784963011
73,1.8500000275671482,0.00024699860694710424,0.00024699860694710424
74,1.9000000283122063,-0.0008496486131826956,-1.9378867267664475
75,1.9000000283122063,-0.0008496486131826956,-0.0008496486131826956
76,1.9500000290572643,-0.002472497836171017,-1.8912090948405471
77,1.9500000290572643,-0.002472497836171017,-0.002472497836171017
